stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2097,,"RUA DOMINGOS OLIMPIO, 150",,-3.73837,-38.525631,,,0,,,
2098,,"RUA SEN POMPEU, 2768",,-3.74294,-38.534475,,,0,,,
2099,,"RUA ASSUNCAO, 1337",,-3.741766,-38.531066,,,0,,,
21,,"AVENIDA CEL CARVALHO, 830",,-3.709432,-38.589948,,,0,,,
210,,"RUA PRIMEIRO DE JANEIRO, 595",,-3.786477,-38.560656,,,0,,,
2100,,"RUA ASSUNCAO, 1514",,-3.743247,-38.531571,,,0,,,
2101,,"RUA PDE MIGUELINHO, 835",,-3.743715,-38.530459,,,0,,,
2102,,"RUA SALDANHA MARINHO, 635",,-3.742697,-38.53009,,,0,,,
2103,,"RUA FELINO BARROSO, 289",,-3.745213,-38.52841,,,0,,,
2104,,"RUA FELINO BARROSO, 128",,-3.743459,-38.528614,,,0,,,
2105,,"RUA FELINO BARROSO, 216",,-3.74478,-38.528457,,,0,,,
2106,,"RUA CEL SOLON, 441",,-3.743077,-38.5279,,,0,,,
2108,,"AVENIDA AGUANAMBI, 899",,-3.744545,-38.525651,,,0,,,
2109,,"RUA CEL SOLON, 290 A",,-3.742896,-38.526202,,,0,,,
211,,"RUA JOSE MENELEU  (D41), 438",,-3.783931,-38.560434,,,0,,,
2112,,"AVENIDA AGUANAMBI, 94",,-3.737729,-38.524315,,,0,,,
2113,,"RUA PDE VALDEVINO, SN",,-3.737348,-38.522479,,,0,,,
2115,,"AVENIDA ANTONIO SALES, 145",,-3.739636,-38.521045,,,0,,,
2119,,"RUA PADRE VALDEVINO, 1071",,-3.739859,-38.514523,,,0,,,
212,,"RUA JOSE MENELEU  (D41), 194",,-3.782649,-38.559385,,,0,,,
2121,,"RUA ANTONIO AUGUSTO, 2811",,-3.744627,-38.518163,,,0,,,
2122,,"RUA PINHO PESSOA, 745",,-3.74492,-38.515501,,,0,,,
2125,,"RUA PDE VALDEVINO, S/N",,-3.740862,-38.51135,,,0,,,
2126,,"AVENIDA HERACLITO GRACA, 1515",,-3.737844,-38.511562,,,0,,,
2127,,"AVENIDA HERACLITO GRACA, 1839",,-3.738099,-38.511094,,,0,,,
2128,,"AVENIDA BAR STUDART, 1490",,-3.737114,-38.507367,,,0,,,
2129,,"AVENIDA BAR STUDART, 1490",,-3.737372,-38.50753,,,0,,,
2130,,"AVENIDA BAR STUDART, 1666",,-3.740227,-38.508455,,,0,,,
2131,,"AVENIDA BAR STUDART, 1966",,-3.740577,-38.508472,,,0,,,
2132,,"RUA DOR JOSE LOURENCO, 1860",,-3.739913,-38.50947,,,0,,,
2133,,"AVENIDA JÚLIO VENTURA, 1631",,-3.738874,-38.508768,,,0,,,
2134,,"AVENIDA JÚLIO VENTURA, 1600",,-3.738576,-38.509308,,,0,,,
2136,,"AVENIDA JULIO VENTURA, 2267",,-3.74048,-38.504429,,,0,,,
2137,,"AVENIDA JULIO VENTURA, 110",,-3.739695,-38.506728,,,0,,,
2139,,"AVENIDA BAR STUDART, 2406",,-3.744544,-38.509754,,,0,,,
214,,"RUA SUECIA, 1012",,-3.783821,-38.557854,,,0,,,
2141,,"AVENIDA BAR STUDART, SN",,-3.742771,-38.509269,,,0,,,
2142,,"AVENIDA BARRÃO DE TUDART, SN",,-3.743034,-38.50926,,,0,,,
2143,,"RUA DOR JOSE LOURENCO, 2140",,-3.742613,-38.510343,,,0,,,
2146,,"AVENIDA PADRE ENTÔNIO TOMAS, 150",,-3.739386,-38.502058,,,0,,,
2147,,"AVENIDA PDE ANTONIO TOMAS, 292",,-3.739719,-38.50102,,,0,,,
2148,,"AVENIDA DES MOREIRA, 1250",,-3.736591,-38.498553,,,0,,,
2149,,"AVENIDA DES MOREIRA, SN",,-3.739044,-38.49931,,,0,,,
2150,,"AVENIDA DESEMBARGADOR MOREIRA, SN",,-3.738981,-38.499196,,,0,,,
2151,,"RUA TORRES CAMARA, SN",,-3.738046,-38.499481,,,0,,,
2152,,"AVENIDA SANTOS DUMONT, SN",,-3.736819,-38.496667,,,0,,,
2153,,"AVENIDA PADRE ANTONIO TOMAS, SN",,-3.740378,-38.499001,,,0,,,
2154,,"AVENIDA PDE ANTONIO TOMAS, SN",,-3.740385,-38.49898,,,0,,,
2155,,"AVENIDA EMBRACON, 770",,-3.741002,-38.497067,,,0,,,
2159,,"RUA PAULA NEI, 365",,-3.740588,-38.494971,,,0,,,
216,,"RUA JULIO ALCIDES, 132",,-3.788368,-38.565095,,,0,,,
2160,,"AVENIDA DES MOREIRA, 4300",,-3.741979,-38.500292,,,0,,,
2162,,"AVENIDA ANTONIO SALES, SN",,-3.745509,-38.502167,,,0,,,
2163,,"AVENIDA DESEMBARGADOR MOREIRA, 2033",,-3.743409,-38.500637,,,0,,,
2164,,"AVENIDA DES MOREIRA, 2120",,-3.743545,-38.500781,,,0,,,
2165,,"RUA PDE VALDEVINO, 1687",,-3.744211,-38.500521,,,0,,,
2166,,"RUA PADRE VALDEVINO, 429",,-3.745369,-38.496936,,,0,,,
2168,,"RUA LEONARDO MOTA, 1770",,-3.741652,-38.497939,,,0,,,
2169,,"AVENIDA PDE ANTONIO TOMAS, 841",,-3.741275,-38.496233,,,0,,,
217,,"RUA NORUEGA, 124",,-3.789665,-38.564801,,,0,,,
2170,,"AVENIDA PDE ANTONIO TOMAS, 871",,-3.741388,-38.495881,,,0,,,
2171,,"AVENIDA SEN VIRGILIO TAVORA, 1820",,-3.742344,-38.494994,,,0,,,
2172,,"AVENIDA PADRE ANTONIO TOMAS, 2030",,-3.741951,-38.49415,,,0,,,
2173,,"AVENIDA PDE ANTONIO TOMAS, 2030",,-3.741926,-38.494227,,,0,,,
2174,,"AVENIDA SEN VIRGILIO TAVORA, 1901",,-3.743278,-38.495201,,,0,,,
2175,,"AVENIDA SEN VIRGILIO TAVORA, 2174",,-3.745338,-38.495858,,,0,,,
2179,,"AVENIDA SANTOS DUMONT, 3757",,-3.739037,-38.489806,,,0,,,
218,,"RUA CARLOS JUACABA, 661",,-3.78919,-38.561073,,,0,,,
2185,,"AVENIDA ENG SANTANA JUNIOR, 1185",,-3.737655,-38.483407,,,0,,,
2186,,"RUA DES WALDETARIO P MOTA, 949",,-3.738401,-38.481608,,,0,,,
2188,,"AVENIDA SANTOS DUMONT, 5283",,-3.740936,-38.483912,,,0,,,
219,,"RUA CARLOS JUACABA, 657",,-3.789127,-38.560932,,,0,,,
2191,,"AVENIDA PDE ANTONIO TOMAS, 2420",,-3.743236,-38.490223,,,0,,,
2192,,"AVENIDA PDE ANTONIO TOMAS, 2291",,-3.742806,-38.491542,,,0,,,
2193,,"AVENIDA PDE ANTONIO TOMAS, 2233",,-3.742531,-38.492384,,,0,,,
2195,,"AVENIDA ALM HENRIQUE SABÓIA, 4114",,-3.745195,-38.490604,,,0,,,
2197,,"AVENIDA ENG SANTANA JUNIOR, 1901",,-3.74248,-38.486456,,,0,,,
220,,"RUA CARLOS JUACABA, 1435",,-3.791183,-38.561822,,,0,,,
2201,,"RUA ANDRADE FURTADO, 515",,-3.744147,-38.484779,,,0,,,
2202,,"RUA ANDRADE FURTADO, 764",,-3.744786,-38.482624,,,0,,,
2203,,"RUA DES WALDETARIO P MOTA, 1517",,-3.742331,-38.484094,,,0,,,
2204,,"RUA DR GILBERTO STUDART, 630",,-3.743046,-38.482722,,,0,,,
2205,,"RUA JULIO AZEVEDO, 1516",,-3.743359,-38.48254,,,0,,,
2206,,"RUA JULIO AZEVEDO, 1345",,-3.742025,-38.481694,,,0,,,
2207,,"RUA DOR GILBERTO STUDART, 424",,-3.742467,-38.48452,,,0,,,
221,,"AVENIDA FRANCISCO SA, 5705",,-3.711183,-38.575577,,,0,,,
2210,,"RUA LAURO NOGUEIRA, 1165",,-3.740765,-38.476181,,,0,,,
2212,,"RUA LAURO NOGUEIRA, 865",,-3.740237,-38.47783,,,0,,,
2213,,"RUA ANDRE DALL OCIO, 926",,-3.740352,-38.476619,,,0,,,
2214,,"AVENIDA SANTOS DUMONT, S/N",,-3.741811,-38.481218,,,0,,,
2216,,"AVENIDA SANTOS DUMONT, 2021",,-3.742686,-38.478511,,,0,,,
2218,,"AVENIDA SANTOS DUMONT, 6350",,-3.743482,-38.476044,,,0,,,
222,,"AVENIDA FRANCISCO SA, 5855",,-3.710712,-38.576925,,,0,,,
2229,,"AVENIDA DIOGUINHO, 2950",,-3.741735,-38.453268,,,0,,,
223,,"AVENIDA FRANCISCO SA, 5928",,-3.710547,-38.577406,,,0,,,
2230,,"AVENIDA DIOGUINHO, 2950",,-3.741512,-38.453388,,,0,,,
2231,,"AVENIDA DIOGUINHO, SN",,-3.743741,-38.452194,,,0,,,
2232,,"AVENIDA DIOGUINHO, S/N",,-3.743546,-38.45231,,,0,,,
2233,,"RUA 24 DE OUTUBRO, 103",,-3.749932,-38.602335,,,0,,,
2234,,"RUA BOA ESPERANCA  (D73), 168",,-3.751699,-38.604055,,,0,,,
2235,,"RUA BOA ESPERANCA  (D73), 252",,-3.752813,-38.604269,,,0,,,
2237,,"AVENIDA SEN FERNANDES TAVORA, 3370",,-3.754301,-38.602794,,,0,,,
2238,,"AVENIDA SEN FERNANDES TAVORA, 3131",,-3.75429,-38.602853,,,0,,,
2239,,"RUA 24 DE OUTUBRO, 325",,-3.752438,-38.602736,,,0,,,
224,,"AVENIDA FRANCISCO SA, 6000",,-3.710036,-38.578834,,,0,,,
2240,,"RUA 24 DE OUTUBRO, 225",,-3.750931,-38.60246,,,0,,,
2241,,"RUA BOA ESPERANCA  (D73), 89",,-3.750468,-38.603739,,,0,,,
2242,,"RUA PROF VIRGILIO DE MORAIS, 163",,-3.749752,-38.596372,,,0,,,
2246,,"RUA HIPOLITO PAMPLONA, 639",,-3.746368,-38.595925,,,0,,,
2247,,"RUA JOAQUIM LEITAO, 910",,-3.746201,-38.591824,,,0,,,
2248,,"RUA JOAQUIM LEITAO, 1042",,-3.747404,-38.591642,,,0,,,
2249,,"RUA DOR MANUEL SOARES, 940",,-3.747337,-38.590584,,,0,,,
2250,,"RUA PROF VIRGILIO DE MORAIS, 654",,-3.754368,-38.597252,,,0,,,
2252,,"RUA PROF VIRGILIO DE MORAIS, 426",,-3.752159,-38.596828,,,0,,,
2254,,"RUA PROF VIRGILIO DE MORAIS, 366",,-3.751516,-38.5967,,,0,,,
2255,,"RUA PROF VIRGILIO DE MORAIS, 206",,-3.750254,-38.596469,,,0,,,
2256,,"RUA PRO EDGAR DE ARRUDA, 1978",,-3.754444,-38.591864,,,0,,,
2257,,"RUA RORAIMA, 501",,-3.752996,-38.591654,,,0,,,
2258,,"RUA MACAPA, 213",,-3.75032,-38.590244,,,0,,,
226,,"AVENIDA FRANCISCO SA, 5303",,-3.712424,-38.57194,,,0,,,
2262,,"AVENIDA PRS COSTA E SILVA, SN",,-3.817232,-38.566143,,,0,,,
2263,,"AVENIDA PRS COSTA E SILVA, 978",,-3.812912,-38.570944,,,0,,,
2264,,"RUA PAU BRASIL, 320 A",,-3.749762,-38.586168,,,0,,,
2266,,"RUA MATOS DOURADO, 1349",,-3.748522,-38.584655,,,0,,,
2267,,"RUA MATOS DOURADO, 1340",,-3.748397,-38.584816,,,0,,,
2268,,"RUA MATOS DOURADO, 1281",,-3.750278,-38.58444,,,0,,,
2269,,"RUA TARCISIO PEIXOTO, 310",,-3.749762,-38.586168,,,0,,,
227,,"AVENIDA FRANCISCO SA, 5607",,-3.712169,-38.57268,,,0,,,
2270,,"RUA CRAVILANDIA, 154",,-3.748851,-38.585978,,,0,,,
2271,,"RUA CRAVILANDIA, 158",,-3.748649,-38.586082,,,0,,,
2274,,"RUA PLANALTO DO PICI, 2805",,-3.749876,-38.579578,,,0,,,
2275,,"RUA PERNAMBUCO, 2951",,-3.749723,-38.57972,,,0,,,
2276,,"RUA PERNAMBUCO, 3175",,-3.748921,-38.580454,,,0,,,
2277,,"RUA PERNAMBUCO, 3311",,-3.747712,-38.581579,,,0,,,
2278,,"RUA BASILICA, 3371",,-3.747699,-38.581591,,,0,,,
2279,,"RUA TARCISIO PEIXOTO, 1066",,-3.751225,-38.587281,,,0,,,
228,,"AVENIDA FRANCISCO SA, 5550",,-3.711783,-38.573827,,,0,,,
2280,,"RUA TARCISIO PEIXOTO, 1035",,-3.751184,-38.587249,,,0,,,
2281,,"RUA MATOS DOURADO, 300 A",,-3.750779,-38.583845,,,0,,,
2282,,"RUA MATOS DOURADO, SN",,-3.752764,-38.582794,,,0,,,
2283,,"RUA MATOS DOURADO, SN",,-3.752962,-38.583022,,,0,,,
2284,,"RUA SILVA BAIMA, 911",,-3.753813,-38.585962,,,0,,,
2285,,"RUA COS ARAUJO LIMA, 900",,-3.752195,-38.586042,,,0,,,
2286,,"RUA FRANCO ROCHA, 463",,-3.753964,-38.58157,,,0,,,
2287,,"RUA PRO ARMANDO FARIAS, 89",,-3.746828,-38.577707,,,0,,,
2288,,"RUA PRO ARMANDO FARIAS, UFC",,-3.747897,-38.576146,,,0,,,
229,,"AVENIDA FRANCISCO SA, 5652",,-3.711497,-38.574684,,,0,,,
2290,,"RUA PRO ARMANDO FARIAS, UFC",,-3.747144,-38.57374,,,0,,,
2292,,"RUA ALVARES MACIEL, 1068",,-3.748447,-38.571614,,,0,,,
2299,,"RUA PERNAMBUCO, 2671",,-3.751316,-38.57822,,,0,,,
23,,"AVENIDA PRS CASTELO BRANCO, 5990",,-3.7019,-38.583536,,,0,,,
230,,"AVENIDA FRANCISCO SA, 5036",,-3.713289,-38.569424,,,0,,,
2300,,"RUA PERNAMBUCO, 2461",,-3.752879,-38.576762,,,0,,,
2301,,"RUA PIAUI, 1372",,-3.752793,-38.571764,,,0,,,
2302,,"RUA PIAUI, 1346",,-3.752716,-38.57184,,,0,,,
2304,,"RUA PIAUI, 1646",,-3.751736,-38.572759,,,0,,,
2305,,"RUA ESPIRITO SANTO, 618",,-3.753688,-38.568644,,,0,,,
2306,,"RUA ESPIRITO SANTO, 622",,-3.753746,-38.568679,,,0,,,
2307,,"RUA ESPIRITO SANTO, 513",,-3.754223,-38.568985,,,0,,,
2308,,"RUA ESPIRITO SANTO, 760",,-3.754759,-38.56932,,,0,,,
2309,,"RUA PIAUI, 1330",,-3.75404,-38.570611,,,0,,,
231,,"AVENIDA FRANCISCO SA, 5036",,-3.713153,-38.569823,,,0,,,
2310,,"RUA ARGENTINA, 210",,-3.747463,-38.564571,,,0,,,
2311,,"RUA ARGENTINA, 378",,-3.748396,-38.565544,,,0,,,
2312,,"RUA ARGENTINA, 434",,-3.748613,-38.565755,,,0,,,
2313,,"RUA ESPIRITO SANTO, 71",,-3.749525,-38.565988,,,0,,,
2314,,"RUA ESPIRITO SANTO, 90",,-3.749631,-38.566056,,,0,,,
2315,,"RUA VIRIATO RIBEIRO, 1031",,-3.749451,-38.562065,,,0,,,
2317,,"RUA VIRIATO RIBEIRO, 1163",,-3.748043,-38.56345,,,0,,,
2318,,"RUA VIRIATO RIBEIRO, 1228",,-3.747515,-38.563961,,,0,,,
232,,"RUA ADOLFO B DE MENEZES, 6417",,-3.716704,-38.577567,,,0,,,
2321,,"RUA HUMBERTO MONTE, 1333",,-3.747045,-38.562306,,,0,,,
2322,,"RUA ENG HUMBERTO MONTE, 1244",,-3.748275,-38.561075,,,0,,,
2323,,"RUA FRANCISCA CLOTILDE, 1356",,-3.748139,-38.557754,,,0,,,
2324,,"RUA FREI MARCELINO, 1495",,-3.748223,-38.556489,,,0,,,
2325,,"RUA CESAR FONTENELE, 132",,-3.745981,-38.557862,,,0,,,
2327,,"RUA CESAR FONTENELE, 422",,-3.746488,-38.560253,,,0,,,
2329,,"RUA FRANCISCA CLOTILDE, 1543",,-3.749689,-38.559152,,,0,,,
233,,"RUA TEODORO DE CASTRO, 6412",,-3.716558,-38.577583,,,0,,,
2332,,"RUA MARANHAO, 693",,-3.754708,-38.56721,,,0,,,
2334,,"RUA ESTADO DO RIO, 205",,-3.753422,-38.567628,,,0,,,
2335,,"RUA ESPIRITO SANTO, 310",,-3.751828,-38.56749,,,0,,,
2336,,"RUA ESPIRITO SANTO, 363",,-3.751569,-38.567328,,,0,,,
2337,,"RUA VIRIATO RIBEIRO, 794",,-3.750505,-38.561034,,,0,,,
2338,,"RUA VIRIATO RIBEIRO, 807",,-3.750449,-38.561088,,,0,,,
2339,,"RUA RIO GRANDE DO SUL, 206",,-3.750935,-38.562133,,,0,,,
234,,"RUA TEODORO DE CASTRO, 6264",,-3.717134,-38.576051,,,0,,,
2340,,"RUA DOS ESTADOS, 745",,-3.75252,-38.56307,,,0,,,
2343,,"RUA VIRIATO RIBEIRO, 176",,-3.754208,-38.557363,,,0,,,
2344,,"RUA VIRIATO RIBEIRO, 416",,-3.752986,-38.558583,,,0,,,
2345,,"RUA VIRIATO RIBEIRO, 160",,-3.752651,-38.558913,,,0,,,
2346,,"RUA VIRIATO RIBEIRO, 597",,-3.751959,-38.559596,,,0,,,
2347,,"RUA VIRIATO RIBEIRO, 646",,-3.751526,-38.560026,,,0,,,
2348,,"RUA ENG HUMBERTO MONTE, 893",,-3.750953,-38.559046,,,0,,,
2349,,"RUA PAPI JUNIOR, 1925",,-3.752264,-38.5574,,,0,,,
235,,"RUA TEODORO DE CASTRO, 6180",,-3.717257,-38.575706,,,0,,,
2350,,"RUA PAPI JUNIOR, 1942",,-3.752361,-38.557502,,,0,,,
2351,,"RUA JOSE FACANHA, 685",,-3.751821,-38.55761,,,0,,,
2352,,"RUA JOSE FACANHA, 933",,-3.750545,-38.559016,,,0,,,
2356,,"RUA MAJ PEDRO SAMPAIO, 1202",,-3.746872,-38.55396,,,0,,,
2357,,"RUA MAJ PEDRO SAMPAIO, 2357",,-3.747454,-38.554469,,,0,,,
2358,,"RUA PRO COSTA MENDES, 1904",,-3.747487,-38.554871,,,0,,,
2359,,"RUA PRO COSTA MENDES, 2050",,-3.746614,-38.555829,,,0,,,
236,,"RUA FRANCISCO CALACA, 1824",,-3.717426,-38.574256,,,0,,,
2365,,"RUA MAJ PEDRO SAMPAIO, 1048",,-3.745864,-38.553046,,,0,,,
2366,,"RUA PRO COSTA MENDES, 1290",,-3.75118,-38.550809,,,0,,,
2367,,"RUA PRO COSTA MENDES, 1490",,-3.749608,-38.55253,,,0,,,
2369,,"AVENIDA JOSE BASTOS, SN",,-3.749254,-38.549814,,,0,,,
237,,"RUA FRANCISCO CALACA, 1776",,-3.716955,-38.574074,,,0,,,
2370,,"AVENIDA JOSE BASTOS, 3000",,-3.747019,-38.547382,,,0,,,
2371,,"AVENIDA JOAO PESSOA, 4110",,-3.749769,-38.547068,,,0,,,
2372,,"AVENIDA JOAO PESSOA, 4115",,-3.74981,-38.547106,,,0,,,
2373,,"AVENIDA JOSE BASTOS, 3984",,-3.748894,-38.549252,,,0,,,
2374,,"RUA PAPI JUNIOR, 1717",,-3.750992,-38.556315,,,0,,,
2375,,"RUA JOSE FACANHA, 464",,-3.753195,-38.55611,,,0,,,
2376,,"AVENIDA JOSE BASTOS, 4140",,-3.753804,-38.554387,,,0,,,
2377,,"AVENIDA JOSE BASTOS, 4140",,-3.754263,-38.554647,,,0,,,
2378,,"RUA ENG HUMBERTO MONTE, 491",,-3.75359,-38.556751,,,0,,,
2379,,"AVENIDA JOSE BASTOS, 3830",,-3.751859,-38.552448,,,0,,,
238,,"RUA FRANCISCO CALACA, 1553",,-3.715476,-38.573523,,,0,,,
2380,,"AVENIDA JOAO PESSOA, 4680",,-3.753348,-38.550286,,,0,,,
2381,,"RUA PRO COSTA MENDES, 805",,-3.75416,-38.547511,,,0,,,
2382,,"RUA PRO COSTA MENDES, 1026",,-3.752959,-38.548824,,,0,,,
2384,,"AVENIDA JOAO PESSOA, 4454",,-3.752104,-38.549171,,,0,,,
2386,,"AVENIDA JOAO PESSOA, 3907",,-3.748313,-38.545756,,,0,,,
2387,,"RUA MAJ WEYNE, 800",,-3.749104,-38.54395,,,0,,,
2389,,"AVENIDA JOAO PESSOA, 5619",,-3.746404,-38.544039,,,0,,,
239,,"RUA FRANCISCO CALACA, 1535",,-3.715167,-38.573406,,,0,,,
2392,,"AVENIDA EDUARDO GIRAO, 408",,-3.748646,-38.539537,,,0,,,
2393,,"AVENIDA EDUARDO GIRAO, 399",,-3.748692,-38.539709,,,0,,,
2394,,"RUA JULIO CESAR   (D12), 520",,-3.748701,-38.54161,,,0,,,
2395,,"AVENIDA EDUARDO GIRAO, 147",,-3.750168,-38.537782,,,0,,,
2396,,"AVENIDA EDUARDO GIRAO, 137",,-3.749883,-38.537889,,,0,,,
2397,,"AVENIDA DOS EXPEDICIONARIOS, 3442",,-3.748832,-38.536288,,,0,,,
2398,,"AVENIDA DOS EXPEDICIONARIOS, 3442",,-3.748447,-38.536084,,,0,,,
2399,,"RUA MAL DEODORO, 1280",,-3.746393,-38.538076,,,0,,,
240,,"RUA SAO BERNARDO, 65",,-3.715182,-38.571633,,,0,,,
2401,,"RUA JORGE DUMAR, 1517",,-3.748869,-38.538516,,,0,,,
2403,,"RUA JULIO CESAR   (D12), 798",,-3.750473,-38.543227,,,0,,,
2404,,"RUA JULIO CESAR   (D12), 1025",,-3.751988,-38.544598,,,0,,,
2406,,"RUA JULIO CESAR   (D12), 1240",,-3.753581,-38.545989,,,0,,,
2407,,"RUA PRÉ NOVE, 52",,-3.754778,-38.539263,,,0,,,
2408,,"RUA DAMASCENO GIRAO, 1854",,-3.751976,-38.539903,,,0,,,
2409,,"RUA DAMASCENO GIRAO, 2024",,-3.753069,-38.540144,,,0,,,
241,,"RUA DR. QUIXADA FELÍCIO, 241",,-3.715269,-38.571393,,,0,,,
2410,,"AVENIDA DOS EXPEDICIONARIOS, 3911",,-3.75231,-38.537269,,,0,,,
2411,,"AVENIDA DOS EXPEDICIONARIOS, 3910",,-3.752653,-38.537457,,,0,,,
2412,,"AVENIDA BORGES DE MELO, 2121",,-3.753954,-38.536939,,,0,,,
2413,,"AVENIDA BORGES DE MELO, 2145",,-3.753811,-38.537292,,,0,,,
2414,,"AVENIDA BORGES DE MELO, 73",,-3.752878,-38.538334,,,0,,,
2415,,"RUA JORGE DUMAR, SN",,-3.752214,-38.539256,,,0,,,
2416,,"AVENIDA 13 DE MAIO, 1574",,-3.746415,-38.532805,,,0,,,
2417,,"AVENIDA 13 DE MAIO, 1579",,-3.746803,-38.532208,,,0,,,
2418,,"AVENIDA DOS EXPEDICIONARIOS, 3080",,-3.745716,-38.535358,,,0,,,
2419,,"AVENIDA DOS EXPEDICIONARIOS, 3160",,-3.745686,-38.535267,,,0,,,
242,,"GALERIA DOR HUGO ROCHA, 19",,-3.717119,-38.57027,,,0,,,
2420,,"AVENIDA 13 DE MAIO, 1257",,-3.748583,-38.530149,,,0,,,
2421,,"AVENIDA 13 DE MAIO, 1257",,-3.749016,-38.529747,,,0,,,
2422,,"RUA COSTA ARAUJO, 761",,-3.74745,-38.529527,,,0,,,
2423,,"AVENIDA LUCIANO CARNEIRO, 125",,-3.748621,-38.531725,,,0,,,
2424,,"AVENIDA LUCIANO CARNEIRO, 345",,-3.750784,-38.532299,,,0,,,
2425,,"RUA JAIME BENEVOLO, 1915",,-3.74896,-38.53141,,,0,,,
2426,,"RUA MARIO MAMEDE, 1183",,-3.749473,-38.53122,,,0,,,
2427,,"RUA MARIO MAMEDE, 1183",,-3.750238,-38.530322,,,0,,,
2428,,"RUA NAPOLEAO LAUREANO, 600",,-3.747604,-38.528126,,,0,,,
2429,,"RUA FELINO BARROSO, 403",,-3.746474,-38.528258,,,0,,,
243,,"RUA SILVIO ROMERO, 75 A",,-3.718292,-38.570166,,,0,,,
2430,,"RUA FELINO BARROSO, 403",,-3.746403,-38.528267,,,0,,,
2432,,"AVENIDA AGUANAMBI, 1001",,-3.745383,-38.525319,,,0,,,
2435,,"AVENIDA LUCIANO CARNEIRO, 345",,-3.750803,-38.532392,,,0,,,
2436,,"AVENIDA LUCIANO CARNEIRO, 635",,-3.753641,-38.533268,,,0,,,
2437,,"AVENIDA LUCIANO CARNEIRO, 635",,-3.75407,-38.533318,,,0,,,
2439,,"RUA JOAQUIM BASTOS (D14), 806",,-3.75113,-38.531306,,,0,,,
244,,"AVENIDA PRS CASTELO BRANCO, 3312",,-3.710365,-38.562021,,,0,,,
2440,,"RUA GRACILIANO RAMOS, 52",,-3.752862,-38.53097,,,0,,,
2441,,"RUA GRACILIANO RAMOS, 154",,-3.753625,-38.53009,,,0,,,
2443,,"RUA MARIO MAMEDE, 943",,-3.751478,-38.528869,,,0,,,
2444,,"AVENIDA 13 DE MAIO, 927",,-3.750712,-38.527766,,,0,,,
2445,,"AVENIDA 13 DE MAIO, 866",,-3.75101,-38.527317,,,0,,,
2448,,"AVENIDA DEP OSWALDO STUDART, 68",,-3.752018,-38.526747,,,0,,,
2449,,"AVENIDA 13 DE MAIO, SN",,-3.752146,-38.526081,,,0,,,
245,,"AVENIDA PRO JOSE BONIFACIO, 3498",,-3.710197,-38.562199,,,0,,,
2451,,"RUA MARTINHO RODRIGUES, 678",,-3.754365,-38.526534,,,0,,,
2453,,"AVENIDA 13 DE MAIO, 465",,-3.752538,-38.52549,,,0,,,
2457,,"AVENIDA VIS RIO BRANCO, 3091",,-3.747967,-38.521603,,,0,,,
2458,,"AVENIDA VIS RIO BRANCO, 2885",,-3.746295,-38.52196,,,0,,,
2459,,"AVENIDA AGUANAMBI, 1393",,-3.749039,-38.52379,,,0,,,
246,,"AVENIDA PRS CASTELO BRANCO, 3567",,-3.70999,-38.563734,,,0,,,
2460,,"AVENIDA AGUANAMBI, 1346",,-3.748337,-38.524312,,,0,,,
2461,,"AVENIDA VIS RIO BRANCO, 3275",,-3.749736,-38.521237,,,0,,,
2462,,"RUA IDELFONSO ALBANO, 3049",,-3.747684,-38.517928,,,0,,,
2465,,"RUA IDELFONSO ALBANO, 2927",,-3.746445,-38.517554,,,0,,,
2466,,"RUA CEL ALVES TEIXEIRA, 765",,-3.745901,-38.514593,,,0,,,
2468,,"RUA FIS VIEIRA, 3228",,-3.749368,-38.516716,,,0,,,
2469,,"RUA SORIANO ALBUQUERQUE, 380",,-3.748352,-38.517366,,,0,,,
247,,"RUA RAUL POMPEIA, 218",,-3.713849,-38.564215,,,0,,,
2470,,"RUA SORIANO ALBUQUERQUE, 460",,-3.748374,-38.517293,,,0,,,
2472,,"AVENIDA 13 DE MAIO, 95",,-3.753689,-38.521349,,,0,,,
2474,,"AVENIDA AGUANAMBI, 1729",,-3.751752,-38.523353,,,0,,,
2475,,"AVENIDA AGUANAMBI, 1700",,-3.752088,-38.523515,,,0,,,
2478,,"AVENIDA VIS RIO BRANCO, 3450",,-3.751705,-38.520847,,,0,,,
2479,,"AVENIDA PONTES VIEIRA, 134",,-3.753364,-38.518549,,,0,,,
248,,"AVENIDA PASTEUR, 754",,-3.712623,-38.559315,,,0,,,
2480,,"AVENIDA PONTES VIEIRA, 134",,-3.753317,-38.519032,,,0,,,
2482,,"AVENIDA VIS RIO BRANCO, 3785",,-3.754285,-38.520334,,,0,,,
2483,,"RUA PRO CARVALHO, 3071",,-3.751584,-38.515183,,,0,,,
2484,,"AVENIDA PONTES VIEIRA, 692",,-3.752877,-38.514413,,,0,,,
2485,,"AVENIDA PONTES VIEIRA, 460",,-3.75306,-38.516052,,,0,,,
2487,,"AVENIDA PONTES VIEIRA, 440",,-3.753043,-38.516608,,,0,,,
249,,"AVENIDA PASTEUR, 635",,-3.711376,-38.558922,,,0,,,
2491,,"AVENIDA BAR STUDART, 3022",,-3.75062,-38.511674,,,0,,,
2492,,"AVENIDA BAR STUDART, 2780",,-3.748396,-38.511048,,,0,,,
2493,,"AVENIDA BAR STUDART, 2740",,-3.747732,-38.510744,,,0,,,
